Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Sales category,Quantity,Discount, Profit ,Profit Status
7759,CA-2017-112844,01-11-2037,01-02-2038,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Buffalo,New York,14215,East,FUR-FU-10004845,Furniture,Furnishings,"Deflect-O Economat Nonstudded, No Bevel Mat",154.95,Medium,3,0,30.99,Profit
7760,CA-2016-158925,02-11-2037,02-02-2038,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" X 11"", Ream",15.55,Low,3,0.2,5.44,Profit
7761,CA-2014-155390,03-11-2037,03-02-2038,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,42.21,Low,2,0.2,13.72,Profit
7762,CA-2017-123071,04-11-2037,04-02-2038,First Class,CC-12550,Clay Cheatham,Consumer,United States,Plano,Texas,75023,Central,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,10.37,Low,2,0.2,3.63,Profit
7763,CA-2017-156391,05-11-2037,05-02-2038,First Class,SL-20155,Sara Luxemburg,Home Office,United States,Salem,Oregon,97301,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,2.22,Low,1,0.2,0.56,Profit
7764,CA-2015-103093,06-11-2037,06-02-2038,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Columbus,Georgia,31907,South,OFF-EN-10003286,Office Supplies,Envelopes,Staple Envelope,74.52,Low,9,0,35.02,Profit
7765,US-2017-118941,07-11-2037,07-02-2038,Same Day,BB-11545,Brenda Bowman,Corporate,United States,Columbia,Maryland,21044,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,17.52,Low,3,0,5.26,Profit
7766,US-2017-118941,08-11-2037,08-02-2038,Same Day,BB-11545,Brenda Bowman,Corporate,United States,Columbia,Maryland,21044,East,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs With Adjustable Arms,"1,779.90",Very High,5,0,373.78,Profit
7767,US-2017-118941,09-11-2037,09-02-2038,Same Day,BB-11545,Brenda Bowman,Corporate,United States,Columbia,Maryland,21044,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,219.9,Medium,5,0,59.37,Profit
7768,CA-2015-169299,10-11-2037,10-02-2038,First Class,DO-13435,Denny Ordway,Consumer,United States,Portland,Oregon,97206,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 By Central Association For The Blind",7.15,Low,3,0.2,0.72,Profit
7769,CA-2017-154088,11-11-2037,11-02-2038,Standard Class,LB-16735,Larry Blacks,Consumer,United States,Tallahassee,Florida,32303,South,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,Low,5,0.2,9.35,Profit
7770,CA-2016-155978,12-11-2037,12-02-2038,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,92503,West,TEC-PH-10002885,Technology,Phones,Apple Iphone 5,"1,039.73",Very High,2,0.2,90.98,Profit
7771,CA-2016-155978,13-11-2037,13-02-2038,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,92503,West,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206Vtel 6 Outlet Surge,45.96,Low,2,0,13.79,Profit
7772,CA-2016-108196,14-11-2037,14-02-2038,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,43130,East,OFF-BI-10000545,Office Supplies,Binders,Gbc Ibimaster 500 Manual Proclick Binding System,456.59,Medium,2,0.7,-304.39,Loss
7773,CA-2016-108196,15-11-2037,15-02-2038,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,43130,East,TEC-MA-10000418,Technology,Machines,Cubify Cubex 3D Printer Double Head Print,"4,499.99",Very High,5,0.7,"-6,599.98",Loss
7774,CA-2016-108196,16-11-2037,16-02-2038,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,43130,East,TEC-AC-10000926,Technology,Accessories,Netgear Rangemax Wnr1000 Wireless Router,59.98,Low,3,0.2,12,Profit
7775,CA-2016-152800,17-11-2037,17-02-2038,First Class,SP-20920,Susan Pistek,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,Low,3,0,2.88,Profit
7776,CA-2014-166961,18-11-2037,18-02-2038,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-AP-10001366,Office Supplies,Appliances,Staple Holder,10.98,Low,1,0,2.96,Profit
7777,CA-2014-166961,19-11-2037,19-02-2038,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-FA-10003485,Office Supplies,Fasteners,Staples,7.86,Low,3,0,3.62,Profit
7778,CA-2014-166961,20-11-2037,20-02-2038,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,Low,3,0,13.89,Profit
7779,CA-2014-166961,21-11-2037,21-02-2038,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-BI-10002353,Office Supplies,Binders,Gbc Velobind Cover Sets,37.06,Low,3,0.2,13.9,Profit
7780,CA-2016-139381,22-11-2037,22-02-2038,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,203.92,Medium,4,0,55.06,Profit
7781,CA-2016-139381,23-11-2037,23-02-2038,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Chesapeake,Virginia,23320,South,TEC-PH-10004924,Technology,Phones,"Skilcraft Telephone Shoulder Rest, 2"" X 6.5"" X 2.5"", Black",29.56,Low,4,0,7.98,Profit
7782,CA-2015-132136,24-11-2037,24-02-2038,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder With Round Locking Rings,8.57,Low,3,0.8,-14.57,Loss
7783,CA-2016-162236,25-11-2037,25-02-2038,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.25,Low,2,0.2,3.96,Profit
7784,CA-2016-162236,26-11-2037,26-02-2038,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-TA-10002533,Furniture,Tables,Bpi Conference Tables,876.3,High,10,0.4,-292.1,Loss
7785,CA-2016-162236,27-11-2037,27-02-2038,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.38,Medium,2,0.2,-34.76,Loss
7786,US-2014-111353,28-11-2037,28-02-2038,Standard Class,PB-19150,Philip Brown,Consumer,United States,New York City,New York,10009,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,25.06,Low,2,0,11.78,Profit
7787,US-2016-117037,29-11-2037,01-03-2038,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,Low,1,0.8,-4.77,Loss
7788,US-2016-117037,30-11-2037,02-03-2038,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,60653,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips To Go,7.9,Low,3,0.2,2.47,Profit
7789,US-2016-117037,01-12-2037,03-03-2038,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,60653,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.61,Low,3,0.6,-10.17,Loss
7790,US-2016-117037,02-12-2037,04-03-2038,First Class,LW-17215,Luke Weiss,Consumer,United States,Chicago,Illinois,60653,Central,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 Forms Per Page, 200 Sets Per Book",30.53,Low,8,0.2,9.54,Profit
7791,CA-2017-160801,03-12-2037,05-03-2038,Same Day,FG-14260,Frank Gastineau,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001132,Office Supplies,Binders,"Acco Presstex Data Binder With Storage Hooks, Dark Blue, 9 1/2"" X 11""",4.84,Low,3,0.7,-3.39,Loss
7792,CA-2016-108364,04-12-2037,06-03-2038,Standard Class,BP-11050,Barry Pond,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow Ii Sheet Lifters,1.8,Low,5,0.8,-2.88,Loss
7793,CA-2017-169362,05-12-2037,07-03-2038,First Class,SP-20860,Sung Pak,Corporate,United States,Dallas,Texas,75217,Central,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,39.98,Low,2,0.2,-1.5,Loss
7794,CA-2015-127481,06-12-2037,08-03-2038,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,32.4,Low,5,0,15.88,Profit
7795,CA-2015-127481,07-12-2037,09-03-2038,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Las Vegas,Nevada,89115,West,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,97.88,Low,2,0,48.94,Profit
7796,CA-2015-112711,08-12-2037,10-03-2038,Standard Class,FM-14380,Fred Mcmath,Consumer,United States,Amarillo,Texas,79109,Central,TEC-PH-10000526,Technology,Phones,Vtech Cs6719,307.17,Medium,4,0.2,30.72,Profit
7797,US-2015-145121,09-12-2037,11-03-2038,Standard Class,MP-17965,Michael Paige,Corporate,United States,Middletown,Connecticut,6457,East,OFF-BI-10001078,Office Supplies,Binders,"Acco Presstex Data Binder With Storage Hooks, Dark Blue, 14 7/8"" X 11""",26.9,Low,5,0,13.18,Profit
7798,CA-2017-166184,10-12-2037,12-03-2038,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035,East,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 X 9 1/2",47.01,Low,3,0,22.09,Profit
7799,CA-2017-166184,11-12-2037,13-03-2038,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,469.99,Medium,1,0,136.3,Profit
7800,CA-2017-166184,12-12-2037,14-03-2038,First Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.85,Medium,3,0.1,2.31,Profit
7801,CA-2017-157413,13-12-2037,15-03-2038,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.74,Medium,3,0.2,-77.13,Loss
7802,CA-2014-143637,14-12-2037,16-03-2038,Second Class,MS-17710,Maurice Satty,Consumer,United States,Fresno,California,93727,West,FUR-FU-10002813,Furniture,Furnishings,"Dax Contemporary Wood Frame With Silver Metal Mat, Desktop, 11 X 14 Size",40.48,Low,2,0,14.57,Profit
7803,CA-2015-102260,15-12-2037,17-03-2038,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-LA-10003714,Office Supplies,Labels,Avery 510,12,Low,4,0.2,4.2,Profit
7804,CA-2015-102260,16-12-2037,18-03-2038,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.06,High,4,0.2,-63.01,Loss
7805,CA-2015-102260,17-12-2037,19-03-2038,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use As 4 Or 5 14"" Cubes, Black",25.42,Low,1,0.2,-4.77,Loss
7806,CA-2015-102260,18-12-2037,20-03-2038,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,2.82,Low,2,0.2,0.32,Profit
7807,CA-2015-102260,19-12-2037,21-03-2038,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",3.2,Low,2,0.7,-2.56,Loss
7808,US-2016-137295,20-12-2037,22-03-2038,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-BI-10004236,Office Supplies,Binders,"Xtralife Clearvue Slant-D Ring Binder, White, 3""",30.83,Low,7,0.7,-24.66,Loss
7809,US-2016-137295,21-12-2037,23-03-2038,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-AR-10001955,Office Supplies,Art,Newell 319,47.62,Low,3,0.2,5.95,Profit
7810,US-2016-137295,22-12-2037,24-03-2038,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital Phone,108.78,Medium,2,0.2,10.88,Profit
7811,CA-2016-134334,23-12-2037,25-03-2038,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 Forms Per Page, 200 Sets Per Book",4.77,Low,1,0,2.15,Profit
7812,CA-2016-134334,24-12-2037,26-03-2038,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,Low,3,0,2.07,Profit
7813,CA-2016-134334,25-12-2037,27-03-2038,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.43,High,3,0.3,-47.18,Loss
7814,CA-2016-134334,26-12-2037,28-03-2038,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,10.56,Low,6,0,4.65,Profit
7815,US-2017-109316,27-12-2037,29-03-2038,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,90049,West,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","1,497.67",Very High,2,0.15,140.96,Profit
7816,US-2017-109316,28-12-2037,30-03-2038,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,90049,West,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,17.52,Low,2,0.2,-3.5,Loss
7817,CA-2016-138478,29-12-2037,31-03-2038,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-AR-10002240,Office Supplies,Art,Panasonic Kp-150 Electric Pencil Sharpener,113.22,Medium,3,0,29.44,Profit
7818,CA-2016-138478,30-12-2037,01-04-2038,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,35.88,Low,6,0,17.58,Profit
7819,CA-2016-138478,31-12-2037,02-04-2038,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,OFF-BI-10001120,Office Supplies,Binders,Ibico Epk-21 Electric Binding System,"4,535.98",Very High,3,0.2,"1,644.29",Profit
7820,CA-2017-150469,01-01-2038,03-04-2038,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,San Francisco,California,94109,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips By Oic,11.84,Low,8,0,5.68,Profit
7821,CA-2017-152436,02-01-2038,04-04-2038,Second Class,CW-11905,Carl Weiss,Home Office,United States,Cranston,Rhode Island,2920,East,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak For Archival Bound Computer Printouts, 12-1/2 X 12-1/2 X 16",592.74,High,6,0,160.04,Profit
7822,CA-2016-169334,03-01-2038,05-04-2038,Second Class,GW-14605,Giulietta Weimer,Consumer,United States,Jackson,Tennessee,38301,South,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.67,Medium,9,0.2,6.98,Profit
7823,US-2014-115413,04-01-2038,06-04-2038,Standard Class,PP-18955,Paul Prost,Home Office,United States,Newark,Delaware,19711,East,OFF-AR-10003770,Office Supplies,Art,Newell 340,8.64,Low,3,0,2.51,Profit
7824,US-2014-115413,05-01-2038,07-04-2038,Standard Class,PP-18955,Paul Prost,Home Office,United States,Newark,Delaware,19711,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo Usb Headset,149.97,Medium,3,0,52.49,Profit
7825,CA-2014-125150,06-01-2038,08-04-2038,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19W X 6D X 43H",232.88,Medium,5,0.2,17.47,Profit
7826,CA-2015-127327,07-01-2038,09-04-2038,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Rome,New York,13440,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager'S Chair, Dark Gray",90.88,Low,1,0.1,15.15,Profit
7827,CA-2017-117114,08-01-2038,10-04-2038,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Chicago,Illinois,60610,Central,TEC-PH-10004042,Technology,Phones,Clearone Communications Chat 70 Oc Speaker Phone,508.77,High,4,0.2,38.16,Profit
7828,CA-2017-117114,09-01-2038,11-04-2038,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Chicago,Illinois,60610,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",9.91,Low,3,0.2,3.22,Profit
7829,CA-2015-137302,10-01-2038,12-04-2038,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002017,Furniture,Chairs,Safco Optional Arm Kit For Workspace Cribbage Stacking Chair,63.94,Low,3,0.2,6.39,Profit
7830,CA-2015-137302,11-01-2038,13-04-2038,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,Low,3,0,15.48,Profit
7831,CA-2015-137302,12-01-2038,14-04-2038,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,TEC-PH-10003174,Technology,Phones,Rca Visys 25825 Wireless Digital Phone,311.98,Medium,3,0.2,39,Profit
7832,CA-2015-137302,13-01-2038,15-04-2038,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,OFF-BI-10001524,Office Supplies,Binders,Gbc Premium Transparent Covers With Diagonal Lined Pattern,50.35,Low,3,0.2,17.62,Profit
7833,CA-2016-112382,14-01-2038,16-04-2038,Standard Class,MB-18085,Mick Brown,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10001552,Technology,Phones,I Need'S 3D Hello Kitty Hybrid Silicone Case Cover For Htc One X 4G With 3D Hello Kitty Stylus Pen Green/Pink,19.14,Low,2,0.2,1.91,Profit
7834,CA-2015-128958,15-01-2038,17-04-2038,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,West Palm Beach,Florida,33407,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,Low,5,0.2,2.13,Profit
7835,CA-2015-106257,16-01-2038,18-04-2038,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002530,Furniture,Tables,"Iceberg Officeworks 42"" Round Tables",241.57,Medium,2,0.2,-15.1,Loss
7836,CA-2015-106257,17-01-2038,19-04-2038,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001494,Technology,Phones,Polycom Cx600 Ip Phone Voip Phone,479.92,Medium,2,0.2,41.99,Profit
7837,CA-2015-149083,18-01-2038,20-04-2038,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,307.14,Medium,4,0.2,-11.52,Loss
7838,CA-2015-149083,19-01-2038,21-04-2038,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98103,West,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels For Typewriters, 1 1/8 X 3 1/2, White",12.6,Low,2,0,5.8,Profit
7839,CA-2015-149083,20-01-2038,22-04-2038,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,Medium,2,0,57.59,Profit
7840,US-2014-137869,21-01-2038,23-04-2038,Standard Class,CV-12295,Christina Vanderzanden,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,Low,3,0,2.88,Profit
7841,US-2014-137869,22-01-2038,24-04-2038,Standard Class,CV-12295,Christina Vanderzanden,Consumer,United States,Des Moines,Iowa,50315,Central,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,"1,184.72",Very High,4,0,106.62,Profit
7842,CA-2016-116603,23-01-2038,25-04-2038,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10024,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206Vtel 6 Outlet Surge,45.96,Low,2,0,13.79,Profit
7843,CA-2014-158470,24-01-2038,26-04-2038,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10003638,Office Supplies,Binders,Gbc Durable Plastic Covers,58.05,Low,3,0,26.7,Profit
7844,CA-2014-158470,25-01-2038,27-04-2038,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,71.28,Low,11,0,34.21,Profit
7845,US-2017-123834,26-01-2038,28-04-2038,Standard Class,GM-14500,Gene Mcclure,Consumer,United States,Pharr,Texas,78577,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,124.4,Medium,4,0.3,-21.33,Loss
7846,CA-2015-125976,27-01-2038,29-04-2038,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Arlington,Virginia,22204,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,154.9,Medium,5,0,69.71,Profit
7847,CA-2015-125976,28-01-2038,30-04-2038,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10002496,Technology,Phones,Cisco Spa301,"1,871.88",Very High,12,0,561.56,Profit
7848,CA-2016-128706,29-01-2038,01-05-2038,Standard Class,DW-13540,Don Weiss,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10004053,Furniture,Furnishings,Dax Two-Tone Silver Metal Document Frame,16.19,Low,2,0.6,-6.88,Loss
7849,CA-2016-104311,30-01-2038,02-05-2038,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,18.94,Low,3,0.2,-3.79,Loss
7850,CA-2016-104311,31-01-2038,03-05-2038,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.67,Low,3,0.2,-3.17,Loss
7851,CA-2016-104311,01-02-2038,04-05-2038,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-LA-10000973,Office Supplies,Labels,Avery 502,5.04,Low,2,0.2,1.76,Profit
7852,CA-2014-169649,02-02-2038,05-05-2038,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,8.45,Low,2,0.2,2.96,Profit
7853,CA-2014-169649,03-02-2038,06-05-2038,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Chicago,Illinois,60653,Central,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite Tlp810Net Broadband Surge For Modem/Fax,20.39,Low,2,0.8,-53.01,Loss
7854,CA-2015-144890,04-02-2038,07-05-2038,Standard Class,SM-20320,Sean Miller,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,9.96,Low,2,0,4.88,Profit
7855,CA-2017-135587,05-02-2038,08-05-2038,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",320.64,Medium,4,0,89.78,Profit
7856,CA-2017-135587,06-02-2038,09-05-2038,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Hattiesburg,Mississippi,39401,South,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 Gb,52,Low,4,0,23.4,Profit
7857,CA-2014-103429,07-02-2038,10-05-2038,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-BI-10004233,Office Supplies,Binders,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",25.58,Low,2,0.2,8.95,Profit
7858,CA-2014-103429,08-02-2038,11-05-2038,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,TEC-PH-10003505,Technology,Phones,Geemarc Amplipower60,464,Medium,5,0,134.56,Profit
7859,CA-2014-103429,09-02-2038,12-05-2038,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare Hepa Air Cleaner,235.95,Medium,3,0,77.86,Profit
7860,CA-2014-103429,10-02-2038,13-05-2038,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,Low,4,0,17.98,Profit
7861,CA-2017-152261,11-02-2038,14-05-2038,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,OFF-BI-10002353,Office Supplies,Binders,Gbc Velobind Cover Sets,18.53,Low,4,0.7,-12.35,Loss
7862,CA-2015-142993,12-02-2038,15-05-2038,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital Datatraveler 16Gb Usb 2.0,17.9,Low,2,0,3.4,Profit
7863,CA-2015-142993,13-02-2038,16-05-2038,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96,Low,2,0, -   ,Profit
